구분,장소,도로명주소,지번주소,행정동,우편번호 ,위도,경도,주변환경,관리기관,관리부서,관련 연락처,데이터기준일자
실외,노량진컵밥거리,서울특별시 동작구 노량진로 174,서울특별시 동작구 노량진동 148-87,노량진1동,06913,37.5134622,126.9452938,"사육신역사공원, 학원가, 서울동작경찰서, 노량진역",동작구 보건소,건강증진과,02-820-9437,2024-04-05
