연번,도로명주소,구주소,상세위치,위도,경도,면적,유형,설치연도,관리부서
1,강변역로50,구의동546-1 ,동서울종합터미널 앞,37.53402163,127.0935966,가로7m 세로3m 높이2.8m,측면 개방형,2017,청소과
